id,Nombre,Ciudad,Año,Kilometros,Combustible,Tipo_marchas,Mano,Consumo,Motor_CC,Potencia,Asientos,Descuento,Precio_cat
2566,Skoda Superb Elegance 2.0 TDI CR AT,J,2014,51000,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.03 bhp,5.0,,4
2567,Toyota Innova 2.5 Z Diesel 7 Seater,E,2015,121374,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,4
2568,Renault KWID RXT,B,2016,24000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2
2569,Audi A6 2011-2015 2.0 TDI,H,2013,91903,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
2570,Audi A4 2.0 TDI Multitronic,G,2011,105000,Diesel,Automatic,Second,16.55 kmpl,1968 CC,140 bhp,5.0,,4
2571,Skoda Octavia Elegance 2.0 TDI AT,L,2015,71826,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,5
2572,Honda City 1.5 S AT,H,2014,56838,Petrol,Automatic,First,16.8 kmpl,1497 CC,118 bhp,5.0,,3
2573,Maruti Wagon R LXI,G,2004,62000,Petrol,Manual,Second,18.9 kmpl,998 CC,67.1 bhp,5.0,,1
2574,Mahindra Verito 1.5 D4 BSIV,C,2015,90000,Diesel,Manual,Second,21.03 kmpl,1461 CC,65 bhp,5.0,9.26,2
2575,Honda City i-VTEC CVT VX,H,2018,22974,Petrol,Automatic,First,18.0 kmpl,1497 CC,117.3 bhp,5.0,15.55,4
2576,Porsche Cayenne 2009-2014 Diesel,H,2015,47877,Diesel,Automatic,First,15.15 kmpl,2967 CC,240 bhp,5.0,,5
2577,Mercedes-Benz GLA Class 200 CDI SPORT,D,2016,60000,Diesel,Automatic,,17.9 kmpl,2143 CC,136 bhp,5.0,,5
2578,Hyundai i10 Magna 1.2,H,2017,49045,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
2579,Mercedes-Benz New C-Class C 220 CDI Style,F,2015,39000,Diesel,Automatic,First,19.27 kmpl,2143 CC,167.62 bhp,5.0,,5
2580,Honda Jazz 1.2 V i VTEC,B,2015,20568,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,3
2581,Datsun redi-GO T,I,2016,15000,Petrol,Manual,First,22.7 kmpl,799 CC,53.64 bhp,5.0,3.98,2
2582,Skoda Rapid 1.6 MPI AT Ambition,B,2017,32000,Petrol,Automatic,First,14.84 kmpl,1598 CC,103.52 bhp,5.0,13.7,4
,Hyundai i10 Sportz AT,E,2011,32824,Petrol,Automatic,First,16.95 kmpl,1197 CC,78.9 bhp,5.0,,3
2584,Hyundai Xcent 1.2 Kappa AT S Option,D,2015,53000,Petrol,Automatic,Second,16.9 kmpl,1197 CC,81.86 bhp,5.0,,3
2585,Honda Brio VX,C,2013,45000,Petrol,Manual,Second,19.4 kmpl,1198 CC,86.8 bhp,5.0,,2
2586,Maruti Swift Dzire VDi,G,2010,71000,Diesel,Manual,First,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
2587,Maruti Swift Dzire Tour LDI,I,2015,168205,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3
2588,Volkswagen Polo 1.5 TDI Highline,F,2014,69000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,3
2589,Mini Cooper 3 DOOR D,B,2016,20000,Diesel,Automatic,First,20.7 kmpl,1496 CC,113.98 bhp,4.0,35,5
2590,Honda Jazz V,D,2011,46000,Petrol,Manual,First,18.2 kmpl,1199 CC,88.7 bhp,5.0,8.61,3
2591,Honda Amaze S AT i-Vtech,B,2014,39000,Petrol,Automatic,First,15.5 kmpl,1198 CC,86.7 bhp,5.0,,3
2592,Maruti Swift VDI,F,2018,31025,Diesel,Manual,First,28.4 kmpl,1248 CC,74 bhp,5.0,,3
2593,Hyundai EON D Lite Plus,K,2013,45010,Petrol,Manual,Second,21.1 kmpl,814 CC,55.2 bhp,5.0,,2
2594,Hyundai i10 Sportz 1.1L,I,2016,7200,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3
2595,Mahindra Xylo E8,F,2009,90764,Diesel,Manual,First,14.0 kmpl,2498 CC,112 bhp,8.0,,3
2596,Maruti Ritz VDi,I,2011,77400,Diesel,Manual,First,21.1 kmpl,1248 CC,73.9 bhp,5.0,,2
2597,Hyundai i20 Asta 1.4 CRDi,G,2013,129000,Diesel,Manual,Third,21.27 kmpl,1396 CC,88.76 bhp,5.0,,3
2598,Ford EcoSport 1.5 Ti VCT AT Titanium,F,2016,60924,Petrol,Automatic,First,15.63 kmpl,1499 CC,110.4 bhp,5.0,,4
2599,Ford Classic 1.4 Duratorq Titanium,D,2014,83500,Diesel,Manual,Second,,1399 CC,67 bhp,5.0,,2
2600,Hyundai Accent GLE,J,2012,56000,Petrol,Manual,First,13.2 kmpl,1495 CC,94 bhp,5.0,,2
2601,,C,2010,85001,Diesel,Automatic,Second,12.0 kmpl,2987 CC,224 bhp,7.0,,5
2602,Maruti Ertiga VDI,E,2016,85827,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,4
2603,Ford Figo Petrol LXI,F,2010,51192,Petrol,Manual,First,15.6 kmpl,1196 CC,70 bhp,5.0,,2
2604,Toyota Qualis FS B2,C,2004,77757,Diesel,Manual,Second,13.1 kmpl,2446 CC,75 bhp,10.0,,3
2605,Maruti Swift VDI,C,2012,120000,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
2606,Land Rover Freelander 2 TD4 SE,G,2012,119203,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,,5
2607,Renault Duster 110PS Diesel RxZ,H,2014,68598,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
2608,Toyota Innova 2.5 G4 Diesel 8-seater,J,2010,80000,Diesel,Manual,First,12.8 kmpl,2494 CC,102 bhp,8.0,,3
2609,Mahindra TUV 300 2015-2019 mHAWK100 T8,H,2018,55594,Diesel,Manual,First,18.49 kmpl,1493 CC,100 bhp,7.0,,4
2610,Maruti Swift Dzire Tour LDI,I,2013,160000,Diesel,Manual,Second,23.4 kmpl,1248 CC,74 bhp,5.0,,2
2611,Hyundai i20 2015-2017 Asta 1.2,C,2016,6800,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,4
2612,Chevrolet Enjoy Petrol LS 7 Seater,H,2015,25648,Petrol,Manual,First,13.7 kmpl,1399 CC,98.82 bhp,7.0,,3
2613,Hyundai Grand i10 Sportz,B,2017,8500,Petrol,Manual,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2614,Nissan Sunny XV D,D,2012,70000,Diesel,Manual,Second,22.71 kmpl,1461 CC,84.8 bhp,5.0,11.48,3
2615,Hyundai i20 1.2 Spotz,H,2016,42362,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2616,Audi Q7 35 TDI Quattro Premium Plus,B,2015,65938,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,5
2617,BMW 3 Series 320d Sport,D,2014,48000,Diesel,Automatic,First,22.69 kmpl,1995 CC,190 bhp,5.0,,5
2618,Renault Duster 110PS Diesel RxZ Plus,B,2013,75000,Diesel,Manual,Second,19.64 kmpl,1461 CC,108.45 bhp,5.0,,3
2619,Maruti A-Star Lxi,F,2009,61964,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2
2620,Audi Q7 3.0 TDI Quattro Premium Plus,E,2015,46983,Diesel,Automatic,Second,12.07 kmpl,2967 CC,241.4 bhp,7.0,,5
2621,Honda CR-V 2.4L 4WD AT,B,2007,66000,Petrol,Automatic,First,11.1 kmpl,2354 CC,,5.0,,3
2622,Hyundai Xcent 1.2 Kappa S Option,H,2016,36216,Petrol,Manual,First,19.1 kmpl,1197 CC,81.86 bhp,5.0,,3
2623,Hyundai Grand i10 CRDi Sportz,I,2014,43068,Diesel,Manual,First,24.0 kmpl,1120 CC,70 bhp,5.0,,3
2624,Maruti Ciaz VDi Plus SHVS,F,2015,67048,,Manual,First,28.09 kmpl,1248 CC,88.5 bhp,5.0,,4
2625,Volkswagen Polo Diesel Comfortline 1.2L,L,2013,55000,Diesel,Manual,First,22.07 kmpl,1199 CC,73.9 bhp,5.0,,3
2626,Chevrolet Enjoy 1.3 TCDi LTZ 8,E,2015,57934,Diesel,Manual,First,18.2 kmpl,1248 CC,73.74 bhp,8.0,,3
2627,Honda Accord VTi-L MT,B,2007,86000,Petrol,Manual,Third,11.9 kmpl,2354 CC,144 bhp,5.0,,1
2628,Honda Brio S MT,J,2015,44328,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3
2629,Honda City V AT,H,2014,46728,Petrol,Automatic,First,15.6 kmpl,1497 CC,116.3 bhp,5.0,,3
2630,Hyundai i10 Era 1.1 iTech SE,G,2010,52000,Petrol,Manual,Second,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2
2631,Volkswagen Vento Petrol Highline AT,C,2011,42000,Petrol,Automatic,Third,14.4 kmpl,1598 CC,103.6 bhp,5.0,,3
2632,Toyota Etios Liva GD SP,J,2014,104000,Diesel,Manual,First,23.59 kmpl,1364 CC,67.06 bhp,5.0,,2
2633,Land Rover Freelander 2 TD4 HSE,J,2013,72000,Diesel,Automatic,First,0.0 kmpl,2179 CC,115 bhp,5.0,,5
2634,Audi Q5 2.0 TDI,F,2013,72000,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,5
2635,Maruti Swift Dzire VDi,G,2010,130000,Diesel,Manual,Second,19.3 kmpl,1248 CC,73.9 bhp,5.0,,3
2636,Maruti Zen Estilo LXI Green (CNG),L,2011,76000,CNG,Manual,First,26.3 kmpl,998 CC,67.1 bhp,5.0,,1
2637,Skoda Rapid 1.6 TDI Ambition,K,2012,72000,Diesel,Manual,First,20.5 kmpl,1598 CC,103.5 bhp,5.0,,3
2638,Mahindra XUV500 W8 1.99 mHawk,D,2011,143354,Diesel,Manual,Second,16.0 kmpl,1997 CC,140 bhp,7.0,,3
2639,Maruti Ertiga VDI,E,2014,53817,Diesel,Manual,First,25.47 kmpl,1248 CC,88.50 bhp,7.0,11.44,4
2640,Maruti Celerio VXI AT,F,2014,33450,Petrol,Automatic,First,,998 CC,67.04 bhp,5.0,,3
2641,BMW X1 M Sport sDrive 20d,H,2017,32838,Diesel,Automatic,First,17.05 kmpl,1995 CC,190 bhp,5.0,50.97,5
2642,Maruti Wagon R VXI,H,2019,31817,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.12,3
2643,Honda CR-V 2.0L 2WD AT,H,2011,55987,Petrol,Automatic,First,13.7 kmpl,1997 CC,153.86 bhp,5.0,,4
2644,Maruti Wagon R LXI BS IV,C,2011,43874,Petrol,Manual,First,18.9 kmpl,998 CC,67.1 bhp,5.0,,2
2645,Hyundai i10 Sportz 1.2,E,2014,47439,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
2646,Hyundai i10 Era,F,2011,60634,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,3
2647,Hyundai i10 Era,G,2009,57000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2
2648,Chevrolet Aveo 1.4,F,2008,55902,Petrol,Manual,First,14.49 kmpl,1399 CC,92.7 bhp,5.0,,1
2649,Maruti Alto LXi BSII,F,2011,28619,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,2
2650,Hyundai i20 Asta Option 1.2,B,2015,37000,Petrol,Manual,Second,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2651,Maruti Ritz VDi,C,2015,65000,Diesel,Manual,Second,23.2 kmpl,1248 CC,73.94 bhp,5.0,,3
2652,BMW 5 Series 2013-2017 520d M Sport,C,2018,7000,Diesel,Automatic,,18.12 kmpl,1995 CC,190 bhp,5.0,,5
2653,BMW X1 sDrive20d,L,2014,82002,Diesel,Automatic,First,17.05 kmpl,1995 CC,184 bhp,,,5
2654,Audi Q5 30 TDI quattro Premium Plus,E,2016,47293,Diesel,Automatic,First,14.16 kmpl,1968 CC,174.3 bhp,5.0,,5
2655,Volkswagen Ameo 1.5 TDI Highline,B,2017,51000,Diesel,Manual,First,21.66 kmpl,1498 CC,108.62 bhp,5.0,10.04,3
2656,Maruti Swift VDI,F,2013,53996,Diesel,Manual,First,22.9 kmpl,1248 CC,74 bhp,5.0,,3
2657,Renault KWID RXT,I,2017,25000,,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,,2
2658,Maruti Ertiga VDI,I,2014,45617,Diesel,Manual,First,20.77 kmpl,1248 CC,88.76 bhp,7.0,,3
2659,Honda Jazz 1.5 V i DTEC,C,2015,97000,Diesel,Manual,First,27.3 kmpl,1498 CC,98.6 bhp,5.0,,3
2660,Volkswagen Polo Petrol Trendline 1.2L,B,2012,41000,Petrol,Manual,First,16.47 kmpl,1198 CC,73.9 bhp,,,2
2661,Land Rover Range Rover 2.2L Dynamic,C,2015,52000,Diesel,Automatic,First,12.7 kmpl,2179 CC,187.7 bhp,5.0,,5
2662,Toyota Camry Hybrid 2.5,E,2017,23249,Petrol,Automatic,First,19.16 kmpl,2487 CC,175.67 bhp,5.0,40.62,5
2663,Ford Fiesta Classic 1.4 Duratorq CLXI,H,2012,79985,Diesel,Manual,First,17.8 kmpl,1399 CC,67 bhp,5.0,,2
2664,Maruti Wagon R VXI,G,2017,35362,Petrol,Manual,First,22.5 kmpl,998 CC,67.04 bhp,5.0,5.44,3
2665,Ford Figo 2015-2019 1.2P Titanium MT,E,2017,30933,Petrol,Manual,First,18.16 kmpl,1196 CC,86.8 bhp,5.0,,3
2666,Hyundai Xcent 1.2 VTVT E,C,2018,40000,Petrol,Manual,First,20.14 kmpl,1197 CC,81.86 bhp,5.0,6.71,3
2667,Maruti Wagon R AMT VXI,F,2016,35000,Petrol,Automatic,First,20.51 kmpl,998 CC,67 bhp,5.0,,3
2668,Renault Duster 85PS Diesel RxL,F,2013,74911,Diesel,,First,20.45 kmpl,1461 CC,83.8 bhp,5.0,,3
2669,Mercedes-Benz E-Class E250 CDI Avantgrade,B,2014,46000,Diesel,Automatic,First,13.0 kmpl,2143 CC,,5.0,,5
2670,Audi A4 35 TDI Technology Edition,F,2015,30000,Diesel,Automatic,First,17.11 kmpl,1968 CC,174.33 bhp,5.0,,5
2671,Maruti Swift Dzire ZXi,B,,60000,Petrol,Manual,First,17.5 kmpl,1298 CC,85.8 bhp,5.0,,2
2672,Maruti Alto K10 VXI AGS,G,2017,18491,Petrol,Automatic,First,24.07 kmpl,998 CC,67.1 bhp,5.0,,3
2673,Hyundai Santro Xing XL eRLX Euro III,B,2005,102000,Petrol,Manual,Second,17.0 kmpl,1086 CC,,5.0,,1
2674,,H,2016,49716,Diesel,Manual,First,21.19 kmpl,1396 CC,88.73 bhp,5.0,,3
2675,Hyundai Creta 1.6 SX Plus Petrol Automatic,F,2016,22982,Petrol,Automatic,First,13.0 kmpl,1591 CC,121.3 bhp,5.0,,4
2676,Toyota Innova 2.0 E,,2006,150000,Petrol,Manual,First,12.4 kmpl,1998 CC,132 bhp,8.0,,3
2677,Hyundai Creta 1.6 CRDi SX,F,2017,50129,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
2678,Toyota Etios GD,J,2013,70000,Diesel,Manual,First,23.59 kmpl,1364 CC,,5.0,,3
2679,Jaguar XF 2.2 Litre Luxury,H,2015,27001,Diesel,Automatic,First,16.36 kmpl,2179 CC,187.7 bhp,5.0,,5
2680,Mercedes-Benz New C-Class Progressive C 200,H,2019,13190,Petrol,Automatic,,0.0 kmpl,1950 CC,181.43 bhp,5.0,49.49,5
2681,Maruti A-Star Vxi,F,2008,51366,Petrol,Manual,First,19.0 kmpl,998 CC,66.1 bhp,5.0,,2
2682,Hyundai i20 Magna 1.4 CRDi (Diesel),H,2014,53340,Diesel,Manual,First,21.9 kmpl,1396 CC,88.76 bhp,5.0,,3
2683,Toyota Etios Liva 1.2 G,D,2011,42000,Petrol,Manual,Second,17.71 kmpl,1197 CC,78.9 bhp,,6.51,3
2684,Honda Mobilio RS i DTEC,J,2015,31250,Diesel,Manual,First,24.5 kmpl,1498 CC,98.6 bhp,7.0,,3
2685,Volvo V40 Cross Country D3,C,2013,92000,,Automatic,First,23.3 kmpl,1984 CC,150 bhp,5.0,,5
2686,Skoda Superb Elegance 2.0 TDI CR AT,C,2012,136997,Diesel,Automatic,First,17.2 kmpl,1968 CC,138.1 bhp,5.0,,4
2687,Hyundai Verna 1.6 SX,D,2012,128000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
2688,Honda CR-V RVi MT,G,2007,119000,Petrol,Manual,Third,13.1 kmpl,1997 CC,141.1 bhp,5.0,,3
2689,Renault Duster 110PS Diesel RxZ,J,2015,73539,Diesel,Manual,First,19.01 kmpl,1461 CC,108.45 bhp,5.0,,3
2690,Ford Fiesta 1.4 Duratec EXI,D,2007,100000,Petrol,Manual,First,16.6 kmpl,1388 CC,68 bhp,5.0,,1
2691,Volkswagen Vento Petrol Comfortline,I,2015,70623,Petrol,Manual,First,15.04 kmpl,1598 CC,103.6 bhp,5.0,,3
2692,Renault KWID RXT Optional,C,2018,5000,Petrol,Manual,First,25.17 kmpl,799 CC,53.3 bhp,5.0,4.9,3
2693,Hyundai Grand i10 AT Asta,E,2016,36139,Petrol,,Second,18.9 kmpl,1197 CC,82 bhp,5.0,,3
2694,Hyundai Verna 1.6 SX VTVT (O),E,2015,52191,Petrol,Manual,First,17.1 kmpl,1591 CC,121.3 bhp,,,4
2695,Toyota Camry 2.5 G,B,2014,68400,Petrol,Automatic,First,12.98 kmpl,2494 CC,178.4 bhp,5.0,,4
2696,Volkswagen Vento Diesel Highline,L,2011,51100,Diesel,Manual,First,20.54 kmpl,1598 CC,103.6 bhp,5.0,,3
2697,Volkswagen Polo Petrol Highline 1.2L,C,2010,79000,Petrol,Manual,Third,16.47 kmpl,1198 CC,73.9 bhp,5.0,,2
2698,Hyundai Verna 1.6 SX CRDI (O) AT,K,2018,75000,Diesel,Automatic,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,4
2699,Mahindra XUV500 W8 2WD,J,2015,36096,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
2700,BMW 5 Series 2003-2012 520d,F,2009,79000,Diesel,Automatic,First,18.48 kmpl,1995 CC,177 bhp,5.0,,5
2701,Toyota Corolla Altis GL MT,E,2016,33690,Petrol,Manual,First,14.28 kmpl,1798 CC,138.03 bhp,5.0,,4
2702,Hyundai i10 Magna 1.2,B,2012,51000,Petrol,Manual,First,20.36 kmpl,1197 CC,78.9 bhp,5.0,,2
2703,Toyota Fortuner 3.0 Diesel,B,2009,92000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,4
2704,Skoda Superb Elegance 1.8 TSI AT,B,2011,46000,Petrol,Automatic,First,13.7 kmpl,1798 CC,157.75 bhp,5.0,,3
2705,Hyundai Creta 1.6 SX Option Diesel,E,2016,47392,Diesel,Manual,First,20.5 kmpl,1582 CC,126.2 bhp,5.0,19.18,4
2706,Toyota Fortuner 3.0 Diesel,K,2014,171000,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,5
2707,Maruti Ritz LXi,H,2011,33292,Petrol,Manual,First,18.5 kmpl,1197 CC,85.80 bhp,5.0,,2
2708,Tata Nexon 1.5 Revotorq XZ Plus Dual Tone,I,2018,4900,Diesel,Manual,First,21.5 kmpl,1497 CC,108.5 bhp,5.0,11.47,4
2709,Volkswagen Passat 2.0 PD DSG,B,2007,61932,Diesel,Automatic,Second,14.3 kmpl,1968 CC,140 bhp,5.0,,3
2710,Hyundai Verna VTVT 1.6 SX,K,2014,46676,Petrol,Manual,First,17.0 kmpl,1591 CC,121.3 bhp,5.0,12.27,4
2711,Toyota Innova 2.5 VX (Diesel) 7 Seater,B,2015,45000,Diesel,Manual,First,12.99 kmpl,2494 CC,100.6 bhp,7.0,,4
2712,Hyundai Creta 1.6 SX Plus Diesel,F,2016,41713,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
2713,Toyota Fortuner 4x2 4 Speed AT,C,2012,125000,Diesel,Automatic,First,11.5 kmpl,2982 CC,169 bhp,7.0,,4
2714,Honda CR-V 2.4 4WD AT,K,2006,66000,Petrol,Automatic,Second,10.1 kmpl,2354 CC,152 bhp,5.0,,3
2715,Volkswagen Polo 1.5 TDI Highline,F,2015,80000,Diesel,Manual,First,20.14 kmpl,1498 CC,88.8 bhp,5.0,,3
2716,Mahindra XUV500 W8 2WD,H,2013,73648,Diesel,Manual,First,15.1 kmpl,2179 CC,140 bhp,7.0,,4
2717,Audi A4 2.0 TDI Multitronic,L,2012,74002,Diesel,Automatic,First,16.55 kmpl,1968 CC,140 bhp,5.0,,5
2718,Ford EcoSport 1.5 Petrol Titanium Plus AT,C,2017,14000,Petrol,Automatic,First,14.8 kmpl,1497 CC,121.36 bhp,5.0,13.23,4
2719,Hyundai Verna 1.6 SX CRDi (O),D,2012,45000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
2720,Skoda Octavia Elegance 2.0 TDI AT,F,,79000,Diesel,Automatic,First,19.3 kmpl,1968 CC,141 bhp,5.0,,5
2721,Toyota Fortuner 4x4 AT,J,2015,90000,Diesel,Automatic,First,12.55 kmpl,2982 CC,168.5 bhp,7.0,,5
2722,Hyundai Xcent 1.2 Kappa S,B,2014,7400,Petrol,Manual,First,19.1 kmpl,1197 CC,82 bhp,5.0,,3
2723,Toyota Fortuner 3.0 Diesel,F,2010,193254,Diesel,Manual,First,11.5 kmpl,2982 CC,171 bhp,7.0,,4
2724,Tata Indigo eCS eLS BS IV,I,2016,78000,Diesel,Manual,First,25.0 kmpl,1396 CC,69.01 bhp,5.0,,2
2725,Maruti Alto 800 2016-2019 LXI,B,2018,11000,Petrol,Manual,First,24.7 kmpl,796 CC,47.3 bhp,5.0,,3
2726,Maruti Baleno Alpha Diesel,I,2016,29000,Diesel,Manual,First,27.39 kmpl,1248 CC,74 bhp,5.0,,3
2727,Hyundai Grand i10 Magna,G,2016,22000,Petrol,Manual,First,,1197 CC,82 bhp,5.0,,3
2728,Mercedes-Benz New C-Class C 220 CDI Elegance AT,D,2013,62000,Diesel,Automatic,Second,14.84 kmpl,2143 CC,170 bhp,5.0,,4
2729,Mahindra XUV500 W6 2WD,I,2014,55000,Diesel,Manual,First,16.0 kmpl,2179 CC,140 bhp,7.0,,4
2730,Mercedes-Benz S Class 2005 2013 320 CDI,D,2009,42000,Diesel,Automatic,Second,13.0 kmpl,2987 CC,210 bhp,5.0,,5
2731,Mahindra Xylo D4,,2016,85000,Diesel,Manual,First,14.95 kmpl,2489 CC,93.7 bhp,7.0,11.67,3
2732,Hyundai i10 Era 1.1,B,2013,49000,Petrol,Manual,First,19.81 kmpl,1086 CC,68.05 bhp,5.0,,2
2733,Hyundai i20 1.2 Magna Executive,H,2018,14960,Petrol,Manual,First,18.6 kmpl,1197 CC,81.83 bhp,5.0,,3
2734,Skoda Laura L and K AT,F,2007,91000,Diesel,Automatic,Second,15.6 kmpl,1896 CC,106 bhp,5.0,,2
2735,Audi A6 2011-2015 2.0 TDI,H,2014,62012,Diesel,Automatic,First,17.68 kmpl,1968 CC,174.33 bhp,5.0,,5
2736,Hyundai Creta 1.6 CRDi SX,H,2017,30519,Diesel,Manual,First,19.67 kmpl,1582 CC,126.2 bhp,5.0,,4
2737,Maruti Swift Dzire VDI,I,2013,22000,Diesel,Manual,First,23.4 kmpl,1248 CC,74 bhp,5.0,,3
2738,Honda Jazz 1.2 VX i VTEC,D,2016,23280,Petrol,Manual,First,18.7 kmpl,1199 CC,88.7 bhp,5.0,,3
2739,Hyundai Verna 1.6 SX,K,2012,67000,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
2740,Maruti Swift VXI BSIV,E,2017,27872,Petrol,Manual,Second,20.4 kmpl,1197 CC,81.80 bhp,5.0,,3
2741,Jeep Compass 2.0 Limited Option Black,B,2017,7000,Diesel,Manual,First,17.1 kmpl,1956 CC,170 bhp,5.0,24.02,5
2742,Maruti Alto 800 LXI,H,2017,27718,Petrol,Manual,First,22.74 kmpl,796 CC,47.3 bhp,5.0,,3
2743,Mahindra XUV300 W8 Diesel,D,2012,97000,Diesel,Manual,First,20.0 kmpl,1497 CC,115 bhp,5.0,12.79,4
2744,Skoda Fabia 1.2 MPI Ambition Plus,B,2012,27014,Petrol,Manual,First,16.25 kmpl,1198 CC,75 bhp,5.0,,1
2745,Maruti Swift VXI Optional,H,2017,37124,Petrol,Manual,First,20.4 kmpl,1197 CC,81.80 bhp,5.0,,3
2746,Mercedes-Benz New C-Class C 200 Avantgarde Edition C,H,2011,71703,Petrol,Automatic,First,14.74 kmpl,1991 CC,181.03 bhp,5.0,,4
2747,Honda City i VTEC VX Option,B,2016,42000,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,4
2748,Honda City i VTEC V,F,2016,29512,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,4
,Hyundai Verna 1.6 SX,F,2012,83678,Diesel,Manual,First,22.32 kmpl,1582 CC,126.32 bhp,5.0,,3
2750,Honda Civic 2006-2010 1.8 V AT,H,2011,56361,Petrol,Automatic,First,12.9 kmpl,1799 CC,130 bhp,5.0,,3
2751,Volkswagen Vento IPL II Petrol Highline AT,C,2013,23627,Petrol,Automatic,First,14.8 kmpl,1598 CC,105 bhp,5.0,,3
2752,Honda City i VTEC V,B,2015,28005,Petrol,Manual,First,17.8 kmpl,1497 CC,117.3 bhp,5.0,,3
2753,Hyundai i10 Sportz,E,2012,47324,Petrol,Manual,Second,20.36 kmpl,1197 CC,78.9 bhp,5.0,,3
2754,Honda Amaze S i-Dtech,G,2013,63000,Diesel,Manual,Second,25.8 kmpl,1498 CC,98.6 bhp,5.0,,3
2755,Mahindra Scorpio VLX 2WD BSIV,I,2014,45128,Diesel,Manual,First,12.05 kmpl,2179 CC,120 bhp,8.0,,3
2756,Toyota Corolla H4,K,2005,67000,Petrol,Automatic,Second,11.3 kmpl,1794 CC,125 bhp,5.0,,2
2757,Maruti Omni E MPI STD BS IV,G,2015,15000,Petrol,Manual,First,16.8 kmpl,796 CC,34.2 bhp,8.0,,2
2758,Hyundai i20 Magna 1.4 CRDi,J,2015,66823,Diesel,Manual,Second,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
2759,Honda City i VTEC VX,H,2016,54317,Petrol,Manual,First,17.4 kmpl,1497 CC,117.3 bhp,5.0,,4
2760,Honda Brio S MT,G,2013,53959,Petrol,Manual,First,19.4 kmpl,1198 CC,86.8 bhp,5.0,,3
2761,Hyundai i20 Sportz 1.4 CRDi,J,2017,25500,Diesel,Manual,First,22.54 kmpl,1396 CC,88.73 bhp,5.0,,3
2762,Maruti Eeco CNG 5 Seater AC,L,2015,47001,CNG,Manual,First,20.0 kmpl,1196 CC,63 bhp,5.0,5.36,3
2763,Maruti Alto LXi,I,2008,42000,Petrol,Manual,First,19.7 kmpl,796 CC,46.3 bhp,5.0,,1
2764,BMW X3 xDrive20d,K,2016,45165,Diesel,Automatic,First,16.09 kmpl,1995 CC,184 bhp,5.0,,5
2765,Hyundai Xcent 1.1 CRDi S Option,J,2015,58000,Diesel,Manual,First,24.4 kmpl,1120 CC,71.01 bhp,5.0,,3
